invoice_id;branch;city;customer_type;gender;product_line;unit_price;quantity;invoice_date;invoice_time;payment
435-13-4908;A;Yangon;Member;Male;Fashion accessories;8668;8;2024-05-06;18:04:00;Credit card
857-67-9057;B;Mandalay;Normal;Male;Electronic accessories;2295;10;2024-05-06;19:20:00;Ewallet
236-27-1144;C;Naypyitaw;Normal;Female;Food and beverages;1631;9;2024-05-06;10:31:00;Ewallet
892-05-6689;A;Yangon;Normal;Female;Home and lifestyle;2832;5;2024-05-06;13:28:00;Ewallet
583-41-4548;C;Naypyitaw;Normal;Male;Home and lifestyle;1667;7;2024-05-06;11:36:00;Ewallet
339-12-4827;B;Mandalay;Member;Female;Fashion accessories;7396;1;2024-05-06;11:32:00;Credit card
643-38-7867;A;Yangon;Normal;Male;Home and lifestyle;9794;1;2024-05-06;11:44:00;Ewallet
308-81-0538;A;Yangon;Normal;Female;Fashion accessories;7305;4;2024-05-06;17:16:00;Credit card
358-88-9262;C;Naypyitaw;Member;Female;Food and beverages;8748;6;2024-05-06;18:43:00;Ewallet
460-35-4390;A;Yangon;Normal;Male;Home and lifestyle;3068;3;2024-05-06;11:00:00;Ewallet
343-87-0864;C;Naypyitaw;Member;Male;Health and beauty;7588;1;2024-05-06;10:30:00;Credit card
173-50-1108;B;Mandalay;Member;Female;Sports and travel;2018;4;2024-05-06;12:14:00;Credit card
243-47-2663;C;Naypyitaw;Member;Male;Electronic accessories;1877;6;2024-05-06;16:43:00;Credit card
841-18-8232;B;Mandalay;Normal;Female;Food and beverages;712;1;2024-05-06;20:40:00;Credit card
701-23-5550;B;Mandalay;Member;Male;Home and lifestyle;3881;4;2024-05-06;13:40:00;Ewallet
647-50-1224;A;Yangon;Normal;Female;Fashion accessories;2942;10;2024-05-06;16:23:00;Ewallet
541-48-8554;A;Yangon;Normal;Male;Sports and travel;6095;9;2024-05-06;12:08:00;Credit card
539-21-7227;B;Mandalay;Normal;Female;Sports and travel;5154;5;2024-05-06;17:45:00;Cash
213-32-1216;A;Yangon;Normal;Female;Electronic accessories;6606;6;2024-05-06;10:28:00;Cash
747-58-7183;B;Mandalay;Normal;Male;Fashion accessories;5727;3;2024-05-06;20:31:00;Ewallet
582-52-8065;B;Mandalay;Normal;Female;Fashion accessories;5431;9;2024-05-06;10:49:00;Cash
210-57-1719;B;Mandalay;Normal;Female;Health and beauty;5824;9;2024-05-06;12:34:00;Cash
399-69-4630;C;Naypyitaw;Normal;Male;Electronic accessories;2221;6;2024-05-06;10:23:00;Credit card
134-75-2619;A;Yangon;Member;Male;Electronic accessories;1932;7;2024-05-06;18:51:00;Cash
356-44-8813;B;Mandalay;Normal;Male;Home and lifestyle;3748;3;2024-05-06;13:45:00;Credit card
198-66-9832;B;Mandalay;Member;Female;Fashion accessories;7204;2;2024-05-06;19:38:00;Cash
283-26-5248;C;Naypyitaw;Member;Female;Food and beverages;9852;10;2024-05-06;20:23:00;Ewallet
712-39-0363;A;Yangon;Member;Male;Food and beverages;4166;6;2024-05-06;15:24:00;Ewallet
218-59-9410;A;Yangon;Member;Female;Home and lifestyle;7242;3;2024-05-06;16:54:00;Ewallet
174-75-0888;B;Mandalay;Normal;Male;Electronic accessories;2158;9;2024-05-06;12:32:00;Cash
866-99-7614;C;Naypyitaw;Normal;Male;Food and beverages;892;10;2024-05-06;15:42:00;Credit card
134-54-4720;B;Mandalay;Normal;Female;Electronic accessories;4242;8;2024-05-06;13:58:00;Ewallet
760-90-2357;A;Yangon;Member;Male;Electronic accessories;7451;6;2024-05-06;15:08:00;Ewallet
514-37-2845;B;Mandalay;Normal;Male;Fashion accessories;9925;2;2024-05-06;13:02:00;Cash
698-98-5964;A;Yangon;Normal;Female;Food and beverages;8121;10;2024-05-06;13:01:00;Credit card
718-57-9773;C;Naypyitaw;Normal;Female;Sports and travel;4933;10;2024-05-06;16:40:00;Credit card
651-88-7328;A;Yangon;Normal;Female;Fashion accessories;6574;9;2024-05-06;13:55:00;Cash
241-11-2261;B;Mandalay;Normal;Female;Fashion accessories;7986;7;2024-05-06;10:33:00;Credit card
408-26-9866;C;Naypyitaw;Normal;Female;Sports and travel;7398;7;2024-05-06;16:42:00;Ewallet
834-83-1826;B;Mandalay;Member;Female;Home and lifestyle;8204;5;2024-05-06;17:16:00;Credit card
343-61-3544;B;Mandalay;Member;Male;Sports and travel;2667;10;2024-05-06;11:48:00;Cash
239-48-4278;A;Yangon;Member;Male;Food and beverages;1013;7;2024-05-06;19:35:00;Ewallet
355-34-6244;B;Mandalay;Normal;Male;Food and beverages;7239;2;2024-05-06;19:55:00;Credit card
550-84-8664;A;Yangon;Normal;Male;Sports and travel;8591;5;2024-05-06;14:33:00;Credit card
339-96-8318;B;Mandalay;Member;Male;Fashion accessories;8131;7;2024-05-06;19:49:00;Ewallet
458-61-0011;B;Mandalay;Normal;Male;Food and beverages;603;4;2024-05-06;18:43:00;Cash
592-34-6155;C;Naypyitaw;Normal;Male;Food and beverages;3177;4;2024-05-06;14:43:00;Ewallet
797-88-0493;A;Yangon;Normal;Female;Health and beauty;6427;4;2024-05-06;13:54:00;Cash
207-73-1363;B;Mandalay;Normal;Male;Health and beauty;6951;2;2024-05-06;12:15:00;Ewallet
390-31-6381;C;Naypyitaw;Normal;Male;Food and beverages;2722;3;2024-05-06;12:37:00;Cash
443-82-0585;A;Yangon;Member;Female;Health and beauty;7768;4;2024-05-06;19:54:00;Cash
339-18-7061;C;Naypyitaw;Member;Female;Fashion accessories;9298;2;2024-05-06;15:06:00;Credit card
359-90-3665;B;Mandalay;Member;Female;Fashion accessories;1808;4;2024-05-06;18:03:00;Credit card
375-72-3056;B;Mandalay;Normal;Male;Sports and travel;6306;3;2024-05-06;15:58:00;Ewallet
127-47-6963;A;Yangon;Normal;Male;Health and beauty;5171;4;2024-05-06;13:53:00;Credit card
278-86-2735;A;Yangon;Normal;Female;Food and beverages;5234;3;2024-05-06;14:03:00;Cash
695-28-6250;A;Yangon;Normal;Female;Sports and travel;4306;5;2024-05-06;16:38:00;Ewallet
379-17-6588;C;Naypyitaw;Normal;Male;Fashion accessories;5961;10;2024-05-06;11:07:00;Cash
227-50-3718;A;Yangon;Normal;Male;Health and beauty;1462;5;2024-05-06;12:23:00;Cash
302-15-2162;C;Naypyitaw;Member;Male;Health and beauty;4653;6;2024-05-06;10:54:00;Credit card
788-07-8452;C;Naypyitaw;Member;Female;Home and lifestyle;2424;7;2024-05-06;17:38:00;Ewallet
560-49-6611;A;Yangon;Member;Female;Sports and travel;4558;1;2024-05-06;14:13:00;Cash
880-35-0356;A;Yangon;Member;Female;Sports and travel;752;3;2024-05-06;11:51:00;Ewallet
585-11-6748;B;Mandalay;Member;Male;Sports and travel;968;3;2024-05-06;13:05:00;Cash
470-31-3286;B;Mandalay;Normal;Male;Health and beauty;1482;3;2024-05-06;11:30:00;Credit card
152-68-2907;A;Yangon;Normal;Male;Food and beverages;522;3;2024-05-06;13:30:00;Credit card
123-35-4896;C;Naypyitaw;Normal;Female;Sports and travel;4666;9;2024-05-06;19:11:00;Ewallet
258-69-7810;C;Naypyitaw;Normal;Female;Fashion accessories;3685;5;2024-05-06;18:53:00;Cash
334-64-2006;A;Yangon;Member;Female;Home and lifestyle;7032;2;2024-05-06;14:22:00;Ewallet
219-61-4139;C;Naypyitaw;Normal;Male;Electronic accessories;8308;1;2024-05-06;17:16:00;Ewallet
881-41-7302;C;Naypyitaw;Normal;Female;Fashion accessories;6499;1;2024-05-06;10:06:00;Credit card
373-09-4567;C;Naypyitaw;Normal;Male;Food and beverages;7756;10;2024-05-06;20:35:00;Ewallet
642-30-6693;B;Mandalay;Normal;Female;Sports and travel;5451;6;2024-05-06;13:54:00;Ewallet
484-22-8230;C;Naypyitaw;Member;Female;Fashion accessories;5189;7;2024-05-06;20:08:00;Cash
830-58-2383;B;Mandalay;Normal;Male;Home and lifestyle;3175;4;2024-05-06;15:26:00;Cash
559-98-9873;A;Yangon;Member;Female;Fashion accessories;5365;7;2024-05-06;12:56:00;Ewallet
544-32-5024;C;Naypyitaw;Member;Female;Food and beverages;4979;4;2024-05-06;19:16:00;Credit card
318-12-0304;A;Yangon;Normal;Male;Fashion accessories;3061;1;2024-05-06;12:20:00;Ewallet
349-97-8902;B;Mandalay;Member;Male;Food and beverages;5789;2;2024-05-06;10:37:00;Ewallet
421-95-9805;A;Yangon;Normal;Female;Electronic accessories;2896;1;2024-05-06;10:18:00;Credit card
277-35-5865;C;Naypyitaw;Member;Female;Food and beverages;9897;9;2024-05-06;11:23:00;Cash
789-23-8625;B;Mandalay;Member;Male;Fashion accessories;9322;3;2024-05-06;11:45:00;Cash
284-54-4231;C;Naypyitaw;Member;Male;Sports and travel;8093;1;2024-05-06;16:08:00;Credit card
443-59-0061;A;Yangon;Member;Male;Food and beverages;6745;10;2024-05-06;11:25:00;Ewallet
509-29-3912;A;Yangon;Member;Female;Sports and travel;3872;9;2024-05-06;12:24:00;Ewallet
327-40-9673;B;Mandalay;Member;Male;Sports and travel;726;6;2024-05-06;19:51:00;Cash
840-19-2096;C;Naypyitaw;Member;Male;Electronic accessories;8791;5;2024-05-06;18:10:00;Ewallet
828-46-6863;A;Yangon;Member;Male;Food and beverages;9853;6;2024-05-06;11:22:00;Credit card
641-96-3695;C;Naypyitaw;Member;Female;Fashion accessories;4346;6;2024-05-06;17:55:00;Ewallet
420-97-3340;A;Yangon;Normal;Female;Food and beverages;7168;3;2024-05-06;15:30:00;Credit card
436-54-4512;A;Yangon;Member;Female;Food and beverages;9161;1;2024-05-06;19:44:00;Cash
670-79-6321;B;Mandalay;Member;Female;Home and lifestyle;9459;7;2024-05-06;15:27:00;Credit card
852-62-7105;B;Mandalay;Normal;Female;Fashion accessories;8325;10;2024-05-06;11:25:00;Credit card
598-06-7312;B;Mandalay;Member;Male;Fashion accessories;9135;1;2024-05-06;15:42:00;Cash
135-13-8269;B;Mandalay;Member;Female;Food and beverages;7888;2;2024-05-06;16:04:00;Cash
816-57-2053;A;Yangon;Normal;Male;Sports and travel;6087;2;2024-05-06;12:37:00;Ewallet
628-90-8624;B;Mandalay;Member;Male;Health and beauty;8258;10;2024-05-06;14:41:00;Cash
856-66-2701;A;Yangon;Member;Male;Home and lifestyle;533;3;2024-05-06;14:19:00;Ewallet
308-39-1707;A;Yangon;Normal;Female;Fashion accessories;1209;1;2024-05-06;18:19:00;Credit card
149-61-1929;A;Yangon;Normal;Male;Sports and travel;6419;10;2024-05-06;14:08:00;Credit card
655-07-2265;A;Yangon;Normal;Male;Electronic accessories;7831;3;2024-05-06;16:38:00;Ewallet
589-02-8023;A;Yangon;Member;Male;Food and beverages;8377;2;2024-05-06;10:54:00;Credit card
420-04-7590;B;Mandalay;Normal;Male;Home and lifestyle;997;3;2024-05-06;11:29:00;Ewallet
182-88-2763;B;Mandalay;Member;Male;Food and beverages;7991;3;2024-05-06;19:28:00;Credit card
188-55-0967;B;Mandalay;Member;Male;Health and beauty;6647;10;2024-05-06;15:01:00;Credit card
610-46-4100;A;Yangon;Normal;Male;Health and beauty;2895;7;2024-05-06;20:31:00;Credit card
318-81-2368;C;Naypyitaw;Normal;Female;Electronic accessories;462;1;2024-05-06;12:16:00;Cash
364-33-8584;B;Mandalay;Member;Female;Food and beverages;1763;5;2024-05-06;15:27:00;Cash
665-63-9737;B;Mandalay;Normal;Male;Fashion accessories;5242;3;2024-05-06;17:36:00;Ewallet
695-09-5146;B;Mandalay;Member;Female;Food and beverages;9879;3;2024-05-06;20:00:00;Ewallet
155-45-3814;C;Naypyitaw;Member;Female;Electronic accessories;8855;8;2024-05-06;15:29:00;Ewallet
794-32-2436;B;Mandalay;Member;Male;Electronic accessories;5567;2;2024-05-06;15:08:00;Ewallet
131-15-8856;C;Naypyitaw;Member;Female;Food and beverages;7252;8;2024-05-06;19:26:00;Credit card
273-84-2164;C;Naypyitaw;Member;Male;Electronic accessories;1205;5;2024-05-06;15:53:00;Ewallet
706-36-6154;A;Yangon;Member;Male;Home and lifestyle;1936;9;2024-05-06;18:43:00;Ewallet
778-89-7974;C;Naypyitaw;Normal;Male;Health and beauty;7021;6;2024-05-06;14:58:00;Cash
574-31-8277;B;Mandalay;Member;Male;Fashion accessories;3363;1;2024-05-06;19:55:00;Cash
859-71-0933;C;Naypyitaw;Member;Female;Sports and travel;1549;2;2024-05-06;15:10:00;Cash
740-11-5257;C;Naypyitaw;Normal;Male;Electronic accessories;2474;10;2024-05-06;16:44:00;Cash
369-82-2676;B;Mandalay;Normal;Male;Electronic accessories;7566;5;2024-05-06;18:22:00;Ewallet
563-47-4072;B;Mandalay;Normal;Female;Health and beauty;5581;6;2024-05-06;11:52:00;Cash
742-04-5161;A;Yangon;Member;Male;Home and lifestyle;7278;10;2024-05-06;17:24:00;Cash
149-15-7606;B;Mandalay;Member;Male;Sports and travel;3732;9;2024-05-06;15:31:00;Ewallet
133-77-3154;B;Mandalay;Member;Male;Fashion accessories;6018;4;2024-05-06;18:04:00;Credit card
169-52-4504;A;Yangon;Normal;Female;Electronic accessories;1569;3;2024-05-06;14:13:00;Credit card
250-81-7186;C;Naypyitaw;Normal;Female;Electronic accessories;9969;1;2024-05-06;10:23:00;Credit card
562-12-5430;A;Yangon;Member;Female;Fashion accessories;8815;3;2024-05-06;10:11:00;Ewallet
816-72-8853;A;Yangon;Member;Female;Sports and travel;2793;5;2024-05-06;15:48:00;Cash
491-38-3499;A;Yangon;Member;Male;Fashion accessories;5545;1;2024-05-06;17:46:00;Credit card
322-02-2271;B;Mandalay;Normal;Female;Sports and travel;4297;3;2024-05-06;11:46:00;Cash
842-29-4695;C;Naypyitaw;Member;Male;Sports and travel;1714;7;2024-05-06;12:07:00;Credit card
725-67-2480;B;Mandalay;Member;Female;Fashion accessories;5875;6;2024-05-06;18:14:00;Credit card
641-51-2661;C;Naypyitaw;Member;Female;Food and beverages;871;10;2024-05-06;14:45:00;Credit card
714-02-3114;C;Naypyitaw;Normal;Female;Sports and travel;988;2;2024-05-06;11:39:00;Cash
518-17-2983;A;Yangon;Normal;Female;Fashion accessories;4863;4;2024-05-06;15:44:00;Ewallet
779-42-2410;B;Mandalay;Member;Male;Food and beverages;5774;3;2024-05-06;13:06:00;Ewallet
190-14-3147;B;Mandalay;Normal;Female;Health and beauty;1797;4;2024-05-06;20:43:00;Ewallet
408-66-6712;C;Naypyitaw;Member;Female;Health and beauty;4771;6;2024-05-06;14:19:00;Ewallet
679-22-6530;B;Mandalay;Normal;Female;Sports and travel;4062;2;2024-05-06;10:01:00;Credit card
588-47-8641;A;Yangon;Member;Male;Fashion accessories;5604;10;2024-05-06;19:30:00;Ewallet
642-61-4706;B;Mandalay;Member;Male;Food and beverages;934;2;2024-05-06;16:34:00;Cash
576-31-4774;B;Mandalay;Normal;Female;Health and beauty;7341;3;2024-05-06;13:10:00;Ewallet
556-41-6224;C;Naypyitaw;Normal;Male;Health and beauty;3364;8;2024-05-06;17:10:00;Credit card
811-03-8790;A;Yangon;Normal;Female;Electronic accessories;4548;10;2024-05-06;10:22:00;Credit card
242-11-3142;B;Mandalay;Member;Male;Fashion accessories;8377;2;2024-05-06;19:57:00;Cash
752-23-3760;B;Mandalay;Member;Female;Sports and travel;6408;7;2024-05-06;19:29:00;Credit card
274-05-5470;A;Yangon;Member;Female;Food and beverages;7347;4;2024-05-06;18:30:00;Cash
648-94-3045;C;Naypyitaw;Normal;Male;Health and beauty;5895;10;2024-05-06;14:27:00;Ewallet
130-67-4723;A;Yangon;Member;Male;Food and beverages;485;6;2024-05-06;13:57:00;Ewallet
528-87-5606;B;Mandalay;Member;Female;Electronic accessories;3948;1;2024-05-06;19:43:00;Cash
320-85-2052;B;Mandalay;Normal;Female;Sports and travel;3481;1;2024-05-06;10:11:00;Credit card
370-96-0655;C;Naypyitaw;Normal;Female;Fashion accessories;4932;6;2024-05-06;13:46:00;Ewallet
105-10-6182;A;Yangon;Member;Male;Fashion accessories;2148;2;2024-05-06;12:22:00;Ewallet
510-79-0415;B;Mandalay;Member;Female;Sports and travel;2308;6;2024-05-06;19:20:00;Ewallet
241-96-5076;B;Mandalay;Member;Female;Home and lifestyle;491;2;2024-05-06;12:58:00;Credit card
767-97-4650;B;Mandalay;Member;Female;Sports and travel;6483;2;2024-05-06;11:59:00;Credit card
648-83-1321;A;Yangon;Member;Male;Home and lifestyle;6356;10;2024-05-06;17:59:00;Cash
173-57-2300;C;Naypyitaw;Member;Male;Sports and travel;7288;2;2024-05-06;12:51:00;Cash
305-03-2383;A;Yangon;Normal;Female;Food and beverages;671;3;2024-05-06;10:36:00;Cash
394-55-6384;C;Naypyitaw;Member;Female;Sports and travel;7019;9;2024-05-06;13:38:00;Cash
266-20-6657;C;Naypyitaw;Member;Male;Food and beverages;5504;7;2024-05-06;19:39:00;Ewallet
689-05-1884;A;Yangon;Member;Male;Health and beauty;4863;10;2024-05-06;12:44:00;Cash
196-01-2849;C;Naypyitaw;Member;Female;Fashion accessories;7338;7;2024-05-06;13:56:00;Cash
372-62-5264;C;Naypyitaw;Normal;Female;Food and beverages;526;9;2024-05-06;14:42:00;Cash
800-09-8606;A;Yangon;Member;Female;Home and lifestyle;8737;5;2024-05-06;19:45:00;Cash
182-52-7000;A;Yangon;Member;Female;Sports and travel;2704;4;2024-05-06;20:26:00;Ewallet
826-58-8051;B;Mandalay;Normal;Male;Home and lifestyle;6219;4;2024-05-06;19:46:00;Ewallet
868-06-0466;A;Yangon;Member;Male;Electronic accessories;6958;9;2024-05-06;19:38:00;Credit card
751-41-9720;C;Naypyitaw;Normal;Male;Home and lifestyle;975;10;2024-05-06;16:18:00;Ewallet
626-43-7888;C;Naypyitaw;Normal;Female;Fashion accessories;6041;8;2024-05-06;12:23:00;Ewallet
176-64-7711;B;Mandalay;Normal;Male;Food and beverages;3232;3;2024-05-06;19:11:00;Credit card
191-29-0321;B;Mandalay;Member;Female;Fashion accessories;1977;10;2024-05-06;18:57:00;Credit card
729-06-2010;B;Mandalay;Member;Male;Health and beauty;8047;9;2024-05-06;11:18:00;Cash
640-48-5028;B;Mandalay;Member;Female;Home and lifestyle;8839;9;2024-05-06;12:40:00;Cash
186-79-9562;B;Mandalay;Normal;Male;Health and beauty;7177;7;2024-05-06;14:06:00;Cash
834-45-5519;B;Mandalay;Normal;Female;Electronic accessories;43;4;2024-05-06;20:48:00;Ewallet
162-65-8559;C;Naypyitaw;Member;Male;Food and beverages;6898;1;2024-05-06;20:13:00;Cash
760-27-5490;C;Naypyitaw;Normal;Male;Fashion accessories;1562;8;2024-05-06;20:37:00;Ewallet
445-30-9252;A;Yangon;Normal;Male;Sports and travel;257;3;2024-05-06;17:59:00;Ewallet
786-94-2700;A;Yangon;Member;Male;Food and beverages;8062;6;2024-05-06;20:18:00;Cash
728-88-7867;C;Naypyitaw;Member;Female;Home and lifestyle;7553;4;2024-05-06;15:52:00;Ewallet
183-21-3799;C;Naypyitaw;Normal;Female;Electronic accessories;7763;9;2024-05-06;15:14:00;Ewallet
268-20-3585;C;Naypyitaw;Normal;Female;Health and beauty;1385;9;2024-05-06;12:50:00;Ewallet
735-32-9839;C;Naypyitaw;Member;Male;Fashion accessories;987;8;2024-05-06;10:36:00;Ewallet
258-92-7466;A;Yangon;Normal;Female;Health and beauty;3568;5;2024-05-06;18:33:00;Credit card
857-16-3520;A;Yangon;Member;Female;Fashion accessories;7146;7;2024-05-06;16:06:00;Ewallet
482-17-1179;A;Yangon;Member;Male;Electronic accessories;1194;3;2024-05-06;12:47:00;Credit card
788-21-5741;A;Yangon;Normal;Male;Fashion accessories;4538;3;2024-05-06;13:34:00;Credit card
821-14-9046;B;Mandalay;Member;Female;Fashion accessories;1748;6;2024-05-06;15:04:00;Credit card
418-05-0656;B;Mandalay;Normal;Female;Fashion accessories;2556;7;2024-05-06;20:42:00;Cash
678-79-0726;C;Naypyitaw;Member;Female;Sports and travel;9063;9;2024-05-06;15:28:00;Cash
776-68-1096;B;Mandalay;Normal;Male;Home and lifestyle;4412;3;2024-05-06;13:45:00;Credit card
592-46-1692;C;Naypyitaw;Member;Female;Food and beverages;3677;7;2024-05-06;20:10:00;Cash
434-35-9162;B;Mandalay;Member;Male;Food and beverages;2334;4;2024-05-06;18:53:00;Ewallet
149-14-0304;C;Naypyitaw;Member;Female;Health and beauty;285;8;2024-05-06;14:24:00;Cash
442-44-6497;C;Naypyitaw;Member;Male;Home and lifestyle;5557;3;2024-05-06;11:42:00;Credit card
174-64-0215;B;Mandalay;Normal;Male;Sports and travel;6974;10;2024-05-06;17:49:00;Credit card
210-74-9613;C;Naypyitaw;Normal;Male;Fashion accessories;9726;4;2024-05-06;15:33:00;Ewallet
299-29-0180;B;Mandalay;Member;Female;Home and lifestyle;5218;7;2024-05-06;10:54:00;Cash
247-11-2470;A;Yangon;Member;Female;Fashion accessories;2232;4;2024-05-06;16:23:00;Credit card
635-28-5728;A;Yangon;Normal;Male;Health and beauty;56;3;2024-05-06;19:33:00;Ewallet
756-49-0168;A;Yangon;Member;Male;Fashion accessories;197;1;2024-05-06;11:39:00;Ewallet
438-23-1242;B;Mandalay;Normal;Male;Electronic accessories;7588;7;2024-05-06;10:38:00;Ewallet
238-45-6950;B;Mandalay;Member;Male;Food and beverages;5372;1;2024-05-06;20:03:00;Ewallet
607-65-2441;C;Naypyitaw;Member;Male;Health and beauty;8195;10;2024-05-06;12:39:00;Credit card
386-27-7606;C;Naypyitaw;Member;Female;Home and lifestyle;812;7;2024-05-06;15:59:00;Credit card
137-63-5492;C;Naypyitaw;Normal;Male;Electronic accessories;5876;10;2024-05-06;14:26:00;Ewallet
197-77-7132;B;Mandalay;Member;Male;Electronic accessories;9156;8;2024-05-06;18:22:00;Ewallet
805-86-0265;A;Yangon;Normal;Male;Home and lifestyle;9396;9;2024-05-06;11:32:00;Cash
733-29-1227;C;Naypyitaw;Normal;Male;Home and lifestyle;5561;7;2024-05-06;12:41:00;Cash
451-73-2711;C;Naypyitaw;Normal;Male;Food and beverages;8483;1;2024-05-06;15:20:00;Ewallet
373-14-0504;A;Yangon;Member;Female;Sports and travel;7163;2;2024-05-06;14:33:00;Ewallet
546-80-2899;A;Yangon;Member;Male;Home and lifestyle;3769;2;2024-05-06;15:29:00;Ewallet
345-68-9016;C;Naypyitaw;Member;Female;Sports and travel;3167;8;2024-05-06;16:19:00;Credit card
390-17-5806;C;Naypyitaw;Member;Female;Food and beverages;3842;1;2024-05-06;16:33:00;Cash
457-13-1708;B;Mandalay;Member;Male;Fashion accessories;6523;10;2024-05-06;19:07:00;Credit card
664-14-2882;C;Naypyitaw;Member;Female;Home and lifestyle;1053;5;2024-05-06;14:43:00;Credit card
487-79-6868;B;Mandalay;Member;Female;Home and lifestyle;1229;9;2024-05-06;19:28:00;Credit card
314-23-4520;C;Naypyitaw;Member;Male;Health and beauty;8123;7;2024-05-06;20:44:00;Cash
210-30-7976;B;Mandalay;Member;Female;Fashion accessories;2232;4;2024-05-06;11:16:00;Ewallet
585-86-8361;A;Yangon;Normal;Female;Food and beverages;2728;5;2024-05-06;10:31:00;Credit card
807-14-7833;A;Yangon;Member;Female;Electronic accessories;1742;10;2024-05-06;12:30:00;Ewallet
775-72-1988;B;Mandalay;Normal;Male;Home and lifestyle;7328;5;2024-05-06;15:05:00;Ewallet
288-38-3758;C;Naypyitaw;Member;Female;Fashion accessories;8487;3;2024-05-06;18:30:00;Ewallet
652-43-6591;A;Yangon;Normal;Female;Fashion accessories;9729;8;2024-05-06;13:18:00;Credit card
785-96-0615;B;Mandalay;Member;Female;Electronic accessories;3574;8;2024-05-06;15:28:00;Ewallet
406-46-7107;A;Yangon;Normal;Female;Home and lifestyle;9652;6;2024-05-06;11:52:00;Cash
250-17-5703;A;Yangon;Member;Male;Food and beverages;1885;10;2024-05-06;18:24:00;Ewallet
156-95-3964;A;Yangon;Normal;Female;Food and beverages;5539;4;2024-05-06;15:19:00;Ewallet
842-40-8179;B;Mandalay;Member;Female;Food and beverages;772;10;2024-05-06;10:38:00;Credit card
525-09-8450;B;Mandalay;Normal;Male;Electronic accessories;7213;10;2024-05-06;15:12:00;Credit card
410-67-1709;A;Yangon;Member;Female;Fashion accessories;6388;8;2024-05-06;17:48:00;Ewallet
587-73-4862;A;Yangon;Member;Female;Health and beauty;1069;5;2024-05-06;11:07:00;Ewallet
787-87-2010;A;Yangon;Member;Male;Health and beauty;555;4;2024-05-06;15:48:00;Credit card
593-14-4239;B;Mandalay;Normal;Female;Home and lifestyle;9546;8;2024-05-06;19:40:00;Ewallet
801-88-0346;C;Naypyitaw;Normal;Female;Fashion accessories;7606;3;2024-05-06;20:30:00;Credit card
388-76-2555;B;Mandalay;Normal;Male;Sports and travel;1369;6;2024-05-06;13:59:00;Cash
711-31-1234;B;Mandalay;Normal;Female;Electronic accessories;9564;4;2024-05-06;18:51:00;Cash
886-54-6089;A;Yangon;Normal;Female;Home and lifestyle;1143;6;2024-05-06;17:24:00;Cash
707-32-7409;B;Mandalay;Member;Female;Sports and travel;9554;4;2024-05-06;11:58:00;Ewallet
759-98-4285;C;Naypyitaw;Member;Female;Health and beauty;8587;7;2024-05-06;19:01:00;Credit card
201-63-8275;C;Naypyitaw;Member;Female;Sports and travel;6799;7;2024-05-06;16:50:00;Ewallet
471-06-8611;C;Naypyitaw;Normal;Female;Food and beverages;5242;1;2024-05-06;10:22:00;Credit card
200-16-5952;C;Naypyitaw;Member;Male;Food and beverages;6565;2;2024-05-06;16:46:00;Cash
120-54-2248;B;Mandalay;Normal;Female;Food and beverages;2886;5;2024-05-06;18:08:00;Credit card
102-77-2261;C;Naypyitaw;Member;Male;Health and beauty;6531;7;2024-05-06;18:02:00;Credit card
875-31-8302;B;Mandalay;Normal;Male;Sports and travel;9338;1;2024-05-06;13:07:00;Cash
102-06-2002;C;Naypyitaw;Member;Male;Sports and travel;2525;5;2024-05-06;17:52:00;Cash
457-94-0464;B;Mandalay;Member;Male;Electronic accessories;8787;9;2024-05-06;20:32:00;Ewallet
629-42-4133;C;Naypyitaw;Normal;Male;Health and beauty;218;8;2024-05-06;19:24:00;Cash
534-53-3526;A;Yangon;Normal;Female;Sports and travel;9476;4;2024-05-06;16:06:00;Ewallet
307-04-2070;A;Yangon;Member;Female;Fashion accessories;3062;1;2024-05-06;14:14:00;Credit card
468-99-7231;C;Naypyitaw;Normal;Female;Home and lifestyle;4401;8;2024-05-06;17:36:00;Cash
516-77-6464;C;Naypyitaw;Member;Female;Health and beauty;1016;5;2024-05-06;13:08:00;Ewallet
404-91-5964;A;Yangon;Normal;Male;Electronic accessories;7458;7;2024-05-06;16:09:00;Credit card
886-77-9084;C;Naypyitaw;Normal;Male;Electronic accessories;7189;8;2024-05-06;11:33:00;Ewallet
790-38-4466;C;Naypyitaw;Normal;Female;Health and beauty;1099;5;2024-05-06;10:18:00;Credit card
704-10-4056;C;Naypyitaw;Member;Male;Health and beauty;6047;3;2024-05-06;10:55:00;Credit card
497-37-6538;A;Yangon;Normal;Male;Sports and travel;5891;7;2024-05-06;15:15:00;Ewallet
651-96-5970;A;Yangon;Normal;Male;Fashion accessories;4641;1;2024-05-06;20:06:00;Credit card
400-80-4065;C;Naypyitaw;Member;Male;Health and beauty;6855;4;2024-05-06;20:21:00;Credit card
744-16-7898;B;Mandalay;Normal;Female;Home and lifestyle;9737;10;2024-05-06;13:48:00;Credit card
263-12-5321;A;Yangon;Member;Male;Electronic accessories;926;7;2024-05-06;12:52:00;Credit card
702-72-0487;A;Yangon;Normal;Female;Electronic accessories;4661;2;2024-05-06;12:28:00;Credit card
605-83-1050;B;Mandalay;Normal;Male;Fashion accessories;2718;2;2024-05-06;16:26:00;Ewallet
443-60-9639;C;Naypyitaw;Member;Female;Home and lifestyle;6087;1;2024-05-06;13:24:00;Cash
